Store,Product,Date,Week_of_Year,Day_of_Year,Is_Holiday,Base Price,Price,Weekly_Units_Sold,NormToMin_Weekly_Units_Sold,NormToMax_Weekly_Units_Sold
6,2,9/10/2010,36,253,TRUE,5.99,5.99,313,1.113879004,0.452966715
6,2,9/17/2010,37,260,FALSE,5.99,5.99,287,1.021352313,0.415340087
6,2,9/24/2010,38,267,FALSE,5.99,5.99,286,1.017793594,0.413892909
6,2,10/1/2010,39,274,FALSE,5.99,5.99,293,1.042704626,0.424023155
6,2,10/8/2010,40,281,FALSE,5.99,5.99,288,1.024911032,0.416787265
6,2,10/15/2010,41,288,FALSE,5.99,5.99,293,1.042704626,0.424023155
6,2,10/22/2010,42,295,FALSE,5.99,5.99,291,1.035587189,0.421128799
6,2,10/29/2010,43,302,FALSE,5.99,5.99,295,1.049822064,0.426917511
6,2,11/5/2010,44,309,FALSE,5.99,5.99,297,1.056939502,0.429811867
6,2,11/12/2010,45,316,FALSE,5.99,5.99,289,1.028469751,0.418234443
6,2,11/19/2010,46,323,FALSE,5.99,5.99,298,1.060498221,0.431259045
6,2,11/26/2010,47,330,TRUE,5.99,5.99,343,1.220640569,0.496382055
6,2,12/3/2010,48,337,FALSE,5.99,5.99,331,1.177935943,0.479015919
6,2,12/10/2010,49,344,FALSE,5.99,5.99,327,1.163701068,0.473227207
6,2,12/17/2010,50,351,FALSE,5.99,5.99,356,1.266903915,0.515195369
6,2,12/24/2010,51,358,FALSE,5.99,5.99,473,1.683274021,0.684515195
6,2,12/31/2010,52,365,TRUE,5.99,5.99,281,1,0.406657019
6,2,1/7/2011,1,7,FALSE,5.99,5.99,298,1.133079848,0.442793462
6,2,1/14/2011,2,14,FALSE,5.99,5.99,277,1.053231939,0.411589896
6,2,1/21/2011,3,21,FALSE,5.99,5.99,269,1.022813688,0.399702823
6,2,1/28/2011,4,28,FALSE,5.99,5.99,263,1,0.390787519
6,2,2/4/2011,5,35,FALSE,5.99,5.99,293,1.114068441,0.435364042
6,2,2/11/2011,6,42,TRUE,5.99,5.99,307,1.16730038,0.456166419
6,2,2/18/2011,7,49,FALSE,5.99,5.99,313,1.190114068,0.465081724
6,2,2/25/2011,8,56,FALSE,5.99,5.99,307,1.16730038,0.456166419
6,2,3/4/2011,9,63,FALSE,5.99,5.99,325,1.235741445,0.482912333
6,2,3/11/2011,10,70,FALSE,5.99,5.99,323,1.228136882,0.479940565
6,2,3/18/2011,11,77,FALSE,5.99,5.99,345,1.311787072,0.512630015
6,2,3/25/2011,12,84,FALSE,5.99,5.99,313,1.190114068,0.465081724
6,2,4/1/2011,13,91,FALSE,5.99,4.01,557,2.117870722,0.827637444
6,2,4/8/2011,14,98,FALSE,5.99,4.01,569,2.163498099,0.845468053
6,2,4/15/2011,15,105,FALSE,5.99,4.01,553,2.102661597,0.821693908
6,2,4/22/2011,16,112,FALSE,5.99,4.01,606,2.30418251,0.900445765
6,2,4/29/2011,17,119,FALSE,5.99,4.01,583,2.216730038,0.866270431
6,2,5/6/2011,18,126,FALSE,5.99,5.99,316,1.201520913,0.469539376
6,2,5/13/2011,19,133,FALSE,5.99,5.99,315,1.197718631,0.468053492
6,2,5/20/2011,20,140,FALSE,5.99,5.99,304,1.155893536,0.451708767
6,2,5/27/2011,21,147,FALSE,5.99,5.99,331,1.258555133,0.491827637
6,2,6/3/2011,22,154,FALSE,5.99,5.99,376,1.429657795,0.558692422
6,2,6/10/2011,23,161,FALSE,5.99,5.99,357,1.357414449,0.530460624
6,2,6/17/2011,24,168,FALSE,5.99,5.99,338,1.285171103,0.502228826
6,2,6/24/2011,25,175,FALSE,5.99,5.99,327,1.243346008,0.485884101
6,2,7/1/2011,26,182,FALSE,5.99,4.01,654,2.486692015,0.971768202
6,2,7/8/2011,27,189,FALSE,5.99,4.01,673,2.558935361,1
6,2,7/15/2011,28,196,FALSE,5.99,4.01,624,2.372623574,0.927191679
6,2,7/22/2011,29,203,FALSE,5.99,4.01,672,2.55513308,0.998514116
6,2,7/29/2011,30,210,FALSE,5.99,4.01,618,2.349809886,0.918276374
6,2,8/5/2011,31,217,FALSE,5.99,5.99,370,1.406844106,0.549777117
6,2,8/12/2011,32,224,FALSE,5.99,5.99,341,1.296577947,0.506686478
6,2,8/19/2011,33,231,FALSE,5.99,5.99,345,1.311787072,0.512630015
6,2,8/26/2011,34,238,FALSE,5.99,5.99,344,1.307984791,0.511144131
6,2,9/2/2011,35,245,FALSE,5.99,5.99,314,1.19391635,0.466567608
6,2,9/9/2011,36,252,TRUE,5.99,5.99,347,1.319391635,0.515601783
6,2,9/16/2011,37,259,FALSE,5.99,5.99,313,1.190114068,0.465081724
6,2,9/23/2011,38,266,FALSE,5.99,5.99,305,1.159695817,0.453194651
6,2,9/30/2011,39,273,FALSE,5.99,5.99,287,1.091254753,0.426448737
6,2,10/7/2011,40,280,FALSE,5.99,5.99,337,1.281368821,0.500742942
6,2,10/14/2011,41,287,FALSE,5.99,5.99,298,1.133079848,0.442793462
6,2,10/21/2011,42,294,FALSE,5.99,5.99,301,1.144486692,0.447251114
6,2,10/28/2011,43,301,FALSE,5.99,5.99,295,1.121673004,0.43833581
6,2,11/4/2011,44,308,FALSE,5.99,5.99,319,1.212927757,0.473997028
6,2,11/11/2011,45,315,FALSE,5.99,5.99,325,1.235741445,0.482912333
6,2,11/18/2011,46,322,FALSE,5.99,5.99,318,1.209125475,0.472511144
6,2,11/25/2011,47,329,TRUE,5.99,5.99,346,1.315589354,0.514115899
6,2,12/2/2011,48,336,FALSE,5.99,5.99,317,1.205323194,0.47102526
6,2,12/9/2011,49,343,FALSE,5.99,5.99,360,1.368821293,0.534918276
6,2,12/16/2011,50,350,FALSE,5.99,5.99,389,1.479087452,0.578008915
6,2,12/23/2011,51,357,FALSE,5.99,5.99,533,2.02661597,0.791976226
6,2,12/30/2011,52,364,TRUE,5.99,5.99,322,1.224334601,0.478454681
6,2,1/6/2012,1,6,FALSE,6.99,6.99,273,1.15,0.439613527
6,2,1/13/2012,2,13,FALSE,6.99,6.99,259,1.09,0.417069243
6,2,1/20/2012,3,20,FALSE,6.99,6.99,256,1.08,0.412238325
6,2,1/27/2012,4,27,FALSE,6.99,6.99,237,1.00,0.381642512
6,2,2/3/2012,5,34,FALSE,6.99,6.99,276,1.16,0.444444444
6,2,2/10/2012,6,41,TRUE,6.99,6.99,288,1.22,0.463768116
6,2,2/17/2012,7,48,FALSE,6.99,6.99,278,1.17,0.447665056
6,2,2/24/2012,8,55,FALSE,6.99,6.99,277,1.17,0.44605475
6,2,3/2/2012,9,62,FALSE,6.99,6.99,305,1.29,0.491143317
6,2,3/9/2012,10,69,FALSE,6.99,6.99,292,1.23,0.47020934
6,2,3/16/2012,11,76,FALSE,6.99,6.99,309,1.30,0.497584541
6,2,3/23/2012,12,83,FALSE,6.99,6.99,269,1.14,0.433172303
6,2,3/30/2012,13,90,FALSE,6.99,6.99,269,1.14,0.433172303
6,2,4/6/2012,14,97,FALSE,6.99,4.68,566,2.39,0.911433172
6,2,4/13/2012,15,104,FALSE,6.99,4.68,489,2.06,0.787439614
6,2,4/20/2012,16,111,FALSE,6.99,4.68,489,2.06,0.787439614
6,2,4/27/2012,17,118,FALSE,6.99,4.68,498,2.10,0.801932367
6,2,5/4/2012,18,125,FALSE,6.99,6.99,292,1.23,0.47020934
6,2,5/11/2012,19,132,FALSE,6.99,6.99,279,1.18,0.449275362
6,2,5/18/2012,20,139,FALSE,6.99,6.99,265,1.12,0.426731079
6,2,5/25/2012,21,146,FALSE,6.99,6.99,287,1.21,0.46215781
6,2,6/1/2012,22,153,FALSE,6.99,6.99,305,1.29,0.491143317
6,2,6/8/2012,23,160,FALSE,6.99,6.99,320,1.35,0.515297907
6,2,6/15/2012,24,167,FALSE,6.99,6.99,308,1.30,0.495974235
6,2,6/22/2012,25,174,FALSE,6.99,6.99,314,1.32,0.505636071
6,2,6/29/2012,26,181,FALSE,6.99,6.99,304,1.28,0.489533011
6,2,7/6/2012,27,188,FALSE,6.99,4.68,621,2.62,1
6,2,7/13/2012,28,195,FALSE,6.99,4.68,533,2.25,0.858293076
6,2,7/20/2012,29,202,FALSE,6.99,4.68,553,2.33,0.890499195
6,2,7/27/2012,30,209,FALSE,6.99,4.68,533,2.25,0.858293076
6,2,8/3/2012,31,216,FALSE,6.99,6.99,314,1.32,0.505636071
6,2,8/10/2012,32,223,FALSE,6.99,6.99,295,1.24,0.475040258
6,2,8/17/2012,33,230,FALSE,6.99,6.99,287,1.21,0.46215781
6,2,8/24/2012,34,237,FALSE,6.99,6.99,294,1.24,0.473429952
6,2,8/31/2012,35,244,FALSE,6.99,6.99,301,1.27,0.484702093
6,2,9/7/2012,36,251,TRUE,6.99,6.99,296,1.25,0.476650564
6,2,9/14/2012,37,258,FALSE,6.99,6.99,261,1.10,0.420289855
6,2,9/21/2012,38,265,FALSE,6.99,6.99,268,1.13,0.431561997
6,2,9/28/2012,39,272,FALSE,6.99,6.99,253,1.07,0.407407407
6,2,10/5/2012,40,279,FALSE,6.99,6.99,285,1.20,0.458937198
6,2,10/12/2012,41,286,FALSE,6.99,6.99,245,1.03,0.39452496
6,2,10/19/2012,42,293,FALSE,6.99,6.99,260,1.10,0.418679549
6,2,10/26/2012,43,300,FALSE,6.99,6.99,258,1.09,0.415458937
7,2,2/5/2010,5,36,FALSE,5.99,5.99,141,1.41,0.460784314
7,2,2/12/2010,6,43,TRUE,5.99,5.99,144,1.44,0.470588235
7,2,2/19/2010,7,50,FALSE,5.99,5.99,146,1.46,0.477124183
7,2,2/26/2010,8,57,FALSE,5.99,5.99,145,1.45,0.473856209
7,2,3/5/2010,9,64,FALSE,5.99,5.99,141,1.41,0.460784314
7,2,3/12/2010,10,71,FALSE,5.99,5.99,135,1.35,0.441176471
7,2,3/19/2010,11,78,FALSE,5.99,5.99,165,1.65,0.539215686
7,2,3/26/2010,12,85,FALSE,5.99,5.99,159,1.59,0.519607843
7,2,4/2/2010,13,92,FALSE,5.99,4.01,306,3.06,1
7,2,4/9/2010,14,99,FALSE,5.99,4.01,255,2.55,0.833333333
7,2,4/16/2010,15,106,FALSE,5.99,4.01,227,2.27,0.741830065
7,2,4/23/2010,16,113,FALSE,5.99,4.01,215,2.15,0.702614379
7,2,4/30/2010,17,120,FALSE,5.99,4.01,203,2.03,0.663398693
7,2,5/7/2010,18,127,FALSE,5.99,5.99,113,1.13,0.369281046
7,2,5/14/2010,19,134,FALSE,5.99,5.99,101,1.01,0.330065359
7,2,5/21/2010,20,141,FALSE,5.99,5.99,100,1,0.326797386
7,2,5/28/2010,21,148,FALSE,5.99,5.99,105,1.05,0.343137255
7,2,6/4/2010,22,155,FALSE,5.99,5.99,115,1.15,0.375816993
7,2,6/11/2010,23,162,FALSE,5.99,5.99,120,1.2,0.392156863
7,2,6/18/2010,24,169,FALSE,5.99,5.99,116,1.16,0.379084967
7,2,6/25/2010,25,176,FALSE,5.99,5.99,127,1.27,0.41503268
7,2,7/2/2010,26,183,FALSE,5.99,4.01,255,2.55,0.833333333
7,2,7/9/2010,27,190,FALSE,5.99,4.01,291,2.91,0.950980392
7,2,7/16/2010,28,197,FALSE,5.99,4.01,277,2.77,0.905228758
7,2,7/23/2010,29,204,FALSE,5.99,4.01,295,2.95,0.964052288
7,2,7/30/2010,30,211,FALSE,5.99,4.01,299,2.99,0.977124183
7,2,8/6/2010,31,218,FALSE,5.99,5.99,177,1.77,0.578431373
7,2,8/13/2010,32,225,FALSE,5.99,5.99,160,1.6,0.522875817
7,2,8/20/2010,33,232,FALSE,5.99,5.99,162,1.62,0.529411765
7,2,8/27/2010,34,239,FALSE,5.99,5.99,149,1.49,0.486928105
7,2,9/3/2010,35,246,FALSE,5.99,5.99,145,1.45,0.473856209
7,2,9/10/2010,36,253,TRUE,5.99,5.99,149,1.49,0.486928105
7,2,9/17/2010,37,260,FALSE,5.99,5.99,143,1.43,0.467320261
7,2,9/24/2010,38,267,FALSE,5.99,5.99,130,1.3,0.424836601
7,2,10/1/2010,39,274,FALSE,5.99,5.99,121,1.21,0.395424837
7,2,10/8/2010,40,281,FALSE,5.99,5.99,133,1.33,0.434640523
7,2,10/15/2010,41,288,FALSE,5.99,5.99,130,1.3,0.424836601
7,2,10/22/2010,42,295,FALSE,5.99,5.99,122,1.22,0.39869281
7,2,10/29/2010,43,302,FALSE,5.99,5.99,115,1.15,0.375816993
7,2,11/5/2010,44,309,FALSE,5.99,5.99,123,1.23,0.401960784
7,2,11/12/2010,45,316,FALSE,5.99,5.99,134,1.34,0.437908497
7,2,11/19/2010,46,323,FALSE,5.99,5.99,128,1.28,0.418300654
7,2,11/26/2010,47,330,TRUE,5.99,5.99,147,1.47,0.480392157
7,2,12/3/2010,48,337,FALSE,5.99,5.99,137,1.37,0.447712418
7,2,12/10/2010,49,344,FALSE,5.99,5.99,145,1.45,0.473856209
7,2,12/17/2010,50,351,FALSE,5.99,5.99,161,1.61,0.526143791
7,2,12/24/2010,51,358,FALSE,5.99,5.99,225,2.25,0.735294118
7,2,12/31/2010,52,365,TRUE,5.99,5.99,183,1.83,0.598039216
7,2,1/7/2011,1,7,FALSE,5.99,5.99,175,1.605504587,0.487465181
7,2,1/14/2011,2,14,FALSE,5.99,5.99,153,1.403669725,0.426183844
7,2,1/21/2011,3,21,FALSE,5.99,5.99,146,1.339449541,0.406685237
7,2,1/28/2011,4,28,FALSE,5.99,5.99,145,1.330275229,0.403899721
7,2,2/4/2011,5,35,FALSE,5.99,5.99,144,1.321100917,0.401114206
7,2,2/11/2011,6,42,TRUE,5.99,5.99,147,1.348623853,0.409470752
7,2,2/18/2011,7,49,FALSE,5.99,5.99,154,1.412844037,0.428969359
7,2,2/25/2011,8,56,FALSE,5.99,5.99,155,1.422018349,0.431754875
7,2,3/4/2011,9,63,FALSE,5.99,5.99,163,1.495412844,0.454038997
7,2,3/11/2011,10,70,FALSE,5.99,5.99,157,1.440366972,0.437325905
7,2,3/18/2011,11,77,FALSE,5.99,5.99,168,1.541284404,0.467966574
7,2,3/25/2011,12,84,FALSE,5.99,5.99,162,1.486238532,0.451253482
7,2,4/1/2011,13,91,FALSE,5.99,4.01,266,2.440366972,0.740947075
7,2,4/8/2011,14,98,FALSE,5.99,4.01,271,2.486238532,0.754874652
7,2,4/15/2011,15,105,FALSE,5.99,4.01,213,1.95412844,0.593314763
7,2,4/22/2011,16,112,FALSE,5.99,4.01,249,2.28440367,0.693593315
7,2,4/29/2011,17,119,FALSE,5.99,4.01,225,2.064220183,0.626740947
7,2,5/6/2011,18,126,FALSE,5.99,5.99,111,1.018348624,0.309192201
7,2,5/13/2011,19,133,FALSE,5.99,5.99,109,1,0.30362117
7,2,5/20/2011,20,140,FALSE,5.99,5.99,115,1.055045872,0.320334262
7,2,5/27/2011,21,147,FALSE,5.99,5.99,117,1.073394495,0.325905292
7,2,6/3/2011,22,154,FALSE,5.99,5.99,128,1.174311927,0.356545961
7,2,6/10/2011,23,161,FALSE,5.99,5.99,144,1.321100917,0.401114206
7,2,6/17/2011,24,168,FALSE,5.99,5.99,141,1.293577982,0.39275766
7,2,6/24/2011,25,175,FALSE,5.99,5.99,161,1.47706422,0.448467967
7,2,7/1/2011,26,182,FALSE,5.99,4.01,307,2.816513761,0.855153203
7,2,7/8/2011,27,189,FALSE,5.99,4.01,359,3.293577982,1
7,2,7/15/2011,28,196,FALSE,5.99,4.01,315,2.889908257,0.877437326
7,2,7/22/2011,29,203,FALSE,5.99,4.01,321,2.944954128,0.894150418
7,2,7/29/2011,30,210,FALSE,5.99,4.01,334,3.064220183,0.930362117
7,2,8/5/2011,31,217,FALSE,5.99,5.99,175,1.605504587,0.487465181
7,2,8/12/2011,32,224,FALSE,5.99,5.99,175,1.605504587,0.487465181
7,2,8/19/2011,33,231,FALSE,5.99,5.99,183,1.678899083,0.509749304
7,2,8/26/2011,34,238,FALSE,5.99,5.99,166,1.52293578,0.462395543
7,2,9/2/2011,35,245,FALSE,5.99,5.99,159,1.458715596,0.442896936
7,2,9/9/2011,36,252,TRUE,5.99,5.99,154,1.412844037,0.428969359
7,2,9/16/2011,37,259,FALSE,5.99,5.99,137,1.256880734,0.381615599
7,2,9/23/2011,38,266,FALSE,5.99,5.99,141,1.293577982,0.39275766
7,2,9/30/2011,39,273,FALSE,5.99,5.99,133,1.220183486,0.370473538
7,2,10/7/2011,40,280,FALSE,5.99,5.99,138,1.266055046,0.384401114
7,2,10/14/2011,41,287,FALSE,5.99,5.99,133,1.220183486,0.370473538
7,2,10/21/2011,42,294,FALSE,5.99,5.99,131,1.201834862,0.364902507
7,2,10/28/2011,43,301,FALSE,5.99,5.99,127,1.165137615,0.353760446
7,2,11/4/2011,44,308,FALSE,5.99,5.99,142,1.302752294,0.395543175
7,2,11/11/2011,45,315,FALSE,5.99,5.99,133,1.220183486,0.370473538
7,2,11/18/2011,46,322,FALSE,5.99,5.99,143,1.311926606,0.398328691
7,2,11/25/2011,47,329,TRUE,5.99,5.99,161,1.47706422,0.448467967
7,2,12/2/2011,48,336,FALSE,5.99,5.99,142,1.302752294,0.395543175
7,2,12/9/2011,49,343,FALSE,5.99,5.99,154,1.412844037,0.428969359
7,2,12/16/2011,50,350,FALSE,5.99,5.99,171,1.568807339,0.47632312
7,2,12/23/2011,51,357,FALSE,5.99,5.99,261,2.394495413,0.727019499
7,2,12/30/2011,52,364,TRUE,5.99,5.99,220,2.018348624,0.61281337
7,2,1/6/2012,1,6,FALSE,6.99,6.99,161,1.694736842,0.495384615
7,2,1/13/2012,2,13,FALSE,6.99,6.99,137,1.442105263,0.421538462
7,2,1/20/2012,3,20,FALSE,6.99,6.99,137,1.442105263,0.421538462
7,2,1/27/2012,4,27,FALSE,6.99,6.99,127,1.336842105,0.390769231
7,2,2/3/2012,5,34,FALSE,6.99,6.99,135,1.421052632,0.415384615
7,2,2/10/2012,6,41,TRUE,6.99,6.99,134,1.410526316,0.412307692
7,2,2/17/2012,7,48,FALSE,6.99,6.99,144,1.515789474,0.443076923
7,2,2/24/2012,8,55,FALSE,6.99,6.99,126,1.326315789,0.387692308
7,2,3/2/2012,9,62,FALSE,6.99,6.99,128,1.347368421,0.393846154
7,2,3/9/2012,10,69,FALSE,6.99,6.99,138,1.452631579,0.424615385
7,2,3/16/2012,11,76,FALSE,6.99,6.99,149,1.568421053,0.458461538
7,2,3/23/2012,12,83,FALSE,6.99,6.99,152,1.6,0.467692308
7,2,3/30/2012,13,90,FALSE,6.99,6.99,137,1.442105263,0.421538462
7,2,4/6/2012,14,97,FALSE,6.99,4.68,268,2.821052632,0.824615385
7,2,4/13/2012,15,104,FALSE,6.99,4.68,219,2.305263158,0.673846154
7,2,4/20/2012,16,111,FALSE,6.99,4.68,197,2.073684211,0.606153846
7,2,4/27/2012,17,118,FALSE,6.99,4.68,194,2.042105263,0.596923077
7,2,5/4/2012,18,125,FALSE,6.99,6.99,99,1.042105263,0.304615385
7,2,5/11/2012,19,132,FALSE,6.99,6.99,97,1.021052632,0.298461538
7,2,5/18/2012,20,139,FALSE,6.99,6.99,95,1,0.292307692
7,2,5/25/2012,21,146,FALSE,6.99,6.99,101,1.063157895,0.310769231
7,2,6/1/2012,22,153,FALSE,6.99,6.99,116,1.221052632,0.356923077
7,2,6/8/2012,23,160,FALSE,6.99,6.99,127,1.336842105,0.390769231
7,2,6/15/2012,24,167,FALSE,6.99,6.99,126,1.326315789,0.387692308
7,2,6/22/2012,25,174,FALSE,6.99,6.99,141,1.484210526,0.433846154
7,2,6/29/2012,26,181,FALSE,6.99,6.99,151,1.589473684,0.464615385
7,2,7/6/2012,27,188,FALSE,6.99,4.68,325,3.421052632,1
7,2,7/13/2012,28,195,FALSE,6.99,4.68,307,3.231578947,0.944615385
7,2,7/20/2012,29,202,FALSE,6.99,4.68,289,3.042105263,0.889230769
7,2,7/27/2012,30,209,FALSE,6.99,4.68,281,2.957894737,0.864615385
7,2,8/3/2012,31,216,FALSE,6.99,6.99,155,1.631578947,0.476923077
7,2,8/10/2012,32,223,FALSE,6.99,6.99,154,1.621052632,0.473846154
7,2,8/17/2012,33,230,FALSE,6.99,6.99,145,1.526315789,0.446153846
7,2,8/24/2012,34,237,FALSE,6.99,6.99,145,1.526315789,0.446153846
7,2,8/31/2012,35,244,FALSE,6.99,6.99,133,1.4,0.409230769
7,2,9/7/2012,36,251,TRUE,6.99,6.99,133,1.4,0.409230769
7,2,9/14/2012,37,258,FALSE,6.99,6.99,121,1.273684211,0.372307692
7,2,9/21/2012,38,265,FALSE,6.99,6.99,119,1.252631579,0.366153846
7,2,9/28/2012,39,272,FALSE,6.99,6.99,115,1.210526316,0.353846154
7,2,10/5/2012,40,279,FALSE,6.99,6.99,115,1.210526316,0.353846154
7,2,10/12/2012,41,286,FALSE,6.99,6.99,115,1.210526316,0.353846154
7,2,10/19/2012,42,293,FALSE,6.99,6.99,109,1.147368421,0.335384615
7,2,10/26/2012,43,300,FALSE,6.99,6.99,109,1.147368421,0.335384615
8,2,2/5/2010,5,36,FALSE,5.99,5.99,251,1.314136126,0.566591422
8,2,2/12/2010,6,43,TRUE,5.99,5.99,235,1.230366492,0.530474041
8,2,2/19/2010,7,50,FALSE,5.99,5.99,256,1.340314136,0.577878104
8,2,2/26/2010,8,57,FALSE,5.99,5.99,233,1.219895288,0.525959368
8,2,3/5/2010,9,64,FALSE,5.99,5.99,243,1.272251309,0.548532731
8,2,3/12/2010,10,71,FALSE,5.99,5.99,227,1.188481675,0.51241535
8,2,3/19/2010,11,78,FALSE,5.99,5.99,221,1.157068063,0.498871332
8,2,3/26/2010,12,85,FALSE,5.99,5.99,204,1.068062827,0.460496614
8,2,4/2/2010,13,92,FALSE,5.99,4.01,430,2.251308901,0.970654628
8,2,4/9/2010,14,99,FALSE,5.99,4.01,424,2.219895288,0.957110609
8,2,4/16/2010,15,106,FALSE,5.99,4.01,443,2.319371728,1
8,2,4/23/2010,16,113,FALSE,5.99,4.01,414,2.167539267,0.934537246
8,2,4/30/2010,17,120,FALSE,5.99,4.01,393,2.057591623,0.887133183
8,2,5/7/2010,18,127,FALSE,5.99,5.99,244,1.277486911,0.550790068
8,2,5/14/2010,19,134,FALSE,5.99,5.99,209,1.094240838,0.471783296
8,2,5/21/2010,20,141,FALSE,5.99,5.99,227,1.188481675,0.51241535
8,2,5/28/2010,21,148,FALSE,5.99,5.99,234,1.22513089,0.528216704
8,2,6/4/2010,22,155,FALSE,5.99,5.99,238,1.246073298,0.53724605
8,2,6/11/2010,23,162,FALSE,5.99,5.99,233,1.219895288,0.525959368
8,2,6/18/2010,24,169,FALSE,5.99,5.99,223,1.167539267,0.503386005
8,2,6/25/2010,25,176,FALSE,5.99,5.99,226,1.183246073,0.510158014
8,2,7/2/2010,26,183,FALSE,5.99,4.01,433,2.267015707,0.977426637
8,2,7/9/2010,27,190,FALSE,5.99,4.01,428,2.240837696,0.966139955
8,2,7/16/2010,28,197,FALSE,5.99,4.01,409,2.141361257,0.923250564
8,2,7/23/2010,29,204,FALSE,5.99,4.01,422,2.209424084,0.952595937
8,2,7/30/2010,30,211,FALSE,5.99,4.01,418,2.188481675,0.943566591
8,2,8/6/2010,31,218,FALSE,5.99,5.99,239,1.251308901,0.539503386
8,2,8/13/2010,32,225,FALSE,5.99,5.99,227,1.188481675,0.51241535
8,2,8/20/2010,33,232,FALSE,5.99,5.99,237,1.240837696,0.534988713
8,2,8/27/2010,34,239,FALSE,5.99,5.99,263,1.376963351,0.593679458
8,2,9/3/2010,35,246,FALSE,5.99,5.99,267,1.397905759,0.602708804
8,2,9/10/2010,36,253,TRUE,5.99,5.99,233,1.219895288,0.525959368
8,2,9/17/2010,37,260,FALSE,5.99,5.99,235,1.230366492,0.530474041
8,2,9/24/2010,38,267,FALSE,5.99,5.99,221,1.157068063,0.498871332
8,2,10/1/2010,39,274,FALSE,5.99,5.99,245,1.282722513,0.553047404
8,2,10/8/2010,40,281,FALSE,5.99,5.99,241,1.261780105,0.544018059
8,2,10/15/2010,41,288,FALSE,5.99,5.99,225,1.178010471,0.507900677
8,2,10/22/2010,42,295,FALSE,5.99,5.99,227,1.188481675,0.51241535
8,2,10/29/2010,43,302,FALSE,5.99,5.99,223,1.167539267,0.503386005
8,2,11/5/2010,44,309,FALSE,5.99,5.99,258,1.35078534,0.582392777
8,2,11/12/2010,45,316,FALSE,5.99,5.99,237,1.240837696,0.534988713
8,2,11/19/2010,46,323,FALSE,5.99,5.99,217,1.136125654,0.489841986
8,2,11/26/2010,47,330,TRUE,5.99,5.99,241,1.261780105,0.544018059
8,2,12/3/2010,48,337,FALSE,5.99,5.99,232,1.214659686,0.523702032
8,2,12/10/2010,49,344,FALSE,5.99,5.99,247,1.293193717,0.557562077
8,2,12/17/2010,50,351,FALSE,5.99,5.99,268,1.403141361,0.60496614
8,2,12/24/2010,51,358,FALSE,5.99,5.99,324,1.696335079,0.731376975
8,2,12/31/2010,52,365,TRUE,5.99,5.99,191,1,0.431151242
8,2,1/7/2011,1,7,FALSE,5.99,5.99,225,1.081730769,0.496688742
8,2,1/14/2011,2,14,FALSE,5.99,5.99,213,1.024038462,0.470198675
8,2,1/21/2011,3,21,FALSE,5.99,5.99,236,1.134615385,0.520971302
8,2,1/28/2011,4,28,FALSE,5.99,5.99,225,1.081730769,0.496688742
8,2,2/4/2011,5,35,FALSE,5.99,5.99,233,1.120192308,0.514348786
8,2,2/11/2011,6,42,TRUE,5.99,5.99,247,1.1875,0.545253863
8,2,2/18/2011,7,49,FALSE,5.99,5.99,279,1.341346154,0.61589404
8,2,2/25/2011,8,56,FALSE,5.99,5.99,253,1.216346154,0.558498896
8,2,3/4/2011,9,63,FALSE,5.99,5.99,251,1.206730769,0.554083885
8,2,3/11/2011,10,70,FALSE,5.99,5.99,242,1.163461538,0.534216336
8,2,3/18/2011,11,77,FALSE,5.99,5.99,224,1.076923077,0.494481236
8,2,3/25/2011,12,84,FALSE,5.99,5.99,221,1.0625,0.48785872
8,2,4/1/2011,13,91,FALSE,5.99,4.01,445,2.139423077,0.982339956
8,2,4/8/2011,14,98,FALSE,5.99,4.01,453,2.177884615,1
8,2,4/15/2011,15,105,FALSE,5.99,4.01,429,2.0625,0.947019868
8,2,4/22/2011,16,112,FALSE,5.99,4.01,435,2.091346154,0.960264901
8,2,4/29/2011,17,119,FALSE,5.99,4.01,423,2.033653846,0.933774834
8,2,5/6/2011,18,126,FALSE,5.99,5.99,251,1.206730769,0.554083885
8,2,5/13/2011,19,133,FALSE,5.99,5.99,219,1.052884615,0.483443709
8,2,5/20/2011,20,140,FALSE,5.99,5.99,233,1.120192308,0.514348786
8,2,5/27/2011,21,147,FALSE,5.99,5.99,227,1.091346154,0.501103753
8,2,6/3/2011,22,154,FALSE,5.99,5.99,244,1.173076923,0.538631347
8,2,6/10/2011,23,161,FALSE,5.99,5.99,235,1.129807692,0.518763797
8,2,6/17/2011,24,168,FALSE,5.99,5.99,237,1.139423077,0.523178808
8,2,6/24/2011,25,175,FALSE,5.99,5.99,234,1.125,0.516556291
8,2,7/1/2011,26,182,FALSE,5.99,4.01,447,2.149038462,0.986754967
8,2,7/8/2011,27,189,FALSE,5.99,4.01,432,2.076923077,0.953642384
8,2,7/15/2011,28,196,FALSE,5.99,4.01,426,2.048076923,0.940397351
8,2,7/22/2011,29,203,FALSE,5.99,4.01,433,2.081730769,0.95584989
8,2,7/29/2011,30,210,FALSE,5.99,4.01,429,2.0625,0.947019868
8,2,8/5/2011,31,217,FALSE,5.99,5.99,249,1.197115385,0.549668874
8,2,8/12/2011,32,224,FALSE,5.99,5.99,233,1.120192308,0.514348786
8,2,8/19/2011,33,231,FALSE,5.99,5.99,248,1.192307692,0.547461369
8,2,8/26/2011,34,238,FALSE,5.99,5.99,277,1.331730769,0.611479029
